genes,reaction,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,Vmin,Vmax,PFBAflux,kcat,MW,Acetyl,Phos
HEXB,NACHEX18ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX19ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX1ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX20ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX21ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX22ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX23ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX24ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX25ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX26ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX27ly,1,0.3889356,1,7.58061E-05,185,7.205161616,0.000310901,0,0,1.685396536,0,10.16741815,63111,0,0
HEXB,NACHEX2ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX3ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX4ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX5ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX6ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX7ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX8ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEX9ly,1,0.3889356,1,7.58209E-05,185,22.63912535,0.000312667,0,0,0,0,10.16741815,63111,0,0
HEXB,NACHEXA10ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA11ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA12ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA13ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA14ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA15ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA16ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA17ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA18ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA19ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA1ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA20ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA21ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA22ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA2ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA3ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA4ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA5ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA6ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA7ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA8ly,1,0.3889356,1,8.83428E-05,202,1679.366478,0.000332115,0,0,0,0,10.11946804,63111,0,0
HEXB,NACHEXA9ly,1,0.3889356,1,8.83428E-05,202,1660.584191,0.000330349,0,0,0,0,10.11946804,63111,0,0
HGD,HGNTOR,1,0.3889356,0.034883721,0.000115004,673,2518.666212,0.000473678,0,0.01,0.08958442,0.08958442,6.006746832,49964,0,0
HIBADH,HIBDm,0.983234498,0.380035472,0.011627907,8.65151E-05,221,128.8511954,0.000331911,1,0.03640469,0.03640469,0.03640469,6.336104825,35329,0,0
HK2,HEX1,1,0.3889356,1,0.000117755,733,7609.758123,0.000547861,0,0,900,4.487718343,6.658211483,102380,0,0
HK2,HEX10,1,0.3889356,1,0.000117275,721,4727.554325,0.000539743,0,0,0,0,6.658211483,102380,0,0
HK2,HEX4,1,0.3889356,1,0.00011788,726,10997.07656,0.000555222,0,0,0,0,6.658211483,102380,0,0
HK2,HEX7,1,0.3889356,1,0.000117382,727,4533.918421,0.000537207,0,0,900,0,6.658211483,102380,0,0
HK3,HEX1,1,0.3889356,1,0.000117755,733,7609.758123,0.000547861,0,0,900,4.487718343,6.658211483,99025,0,0
HK3,HEX10,1,0.3889356,1,0.000117275,721,4727.554325,0.000539743,0,0,0,0,6.658211483,99025,0,0
HK3,HEX4,1,0.3889356,1,0.00011788,726,10997.07656,0.000555222,0,0,0,0,6.658211483,99025,0,0
HK3,HEX7,1,0.3889356,1,0.000117382,727,4533.918421,0.000537207,0,0,900,0,6.658211483,99025,0,0
HKDC1,HEX1,1,0.3889356,1,0.000117755,733,7609.758123,0.000547861,0,0,900,4.487718343,6.658211483,102545,0,0
HKDC1,HEX10,1,0.3889356,1,0.000117275,721,4727.554325,0.000539743,0,0,0,0,6.658211483,102545,0,0
HKDC1,HEX4,1,0.3889356,1,0.00011788,726,10997.07656,0.000555222,0,0,0,0,6.658211483,102545,0,0
HKDC1,HEX7,1,0.3889356,1,0.000117382,727,4533.918421,0.000537207,0,0,900,0,6.658211483,102545,0,0
HLCS,BACCL,1,0.388935602,1,0.00011763,724,2783.731912,0.000516749,0,0.02,900,0.02,4.523561956,80760,0,0
HLCS,BACCLm,1,0.388935602,1,8.84232E-05,246,862.6152881,0.0003685,0,0.01,900,0.01,4.523561956,80760,0,0
HLCS,BTNPL,1,0.388935602,1,0.000115225,671,756.7586079,0.000453259,0,0.02,900,0.02,4.523561956,80760,0,0
HLCS,BTNPLm,1,0.388935602,1,8.64477E-05,215,38.14194211,0.000314197,0,0.01,900,0.01,4.523561956,80760,0,0
HMBS,HMBS,1,0.3889356,1,0.000104245,419,234.2236995,0.000304385,0,0,0,0,-1,39330,0,0
HMGCL,HMGLm,1,0.3889356,1,8.16643E-05,50,44.84319258,0.000134966,0,0,900,0,-2.977099598,34360,1,0
HMGCL,HMGLx,1,0.3889356,1,6.50473E-05,30,130.0098417,0.000200874,0,0,900,0,-2.977099598,34360,1,0
HMGCLL1,HMGLm,1,0.3889356,1,8.16643E-05,50,44.84319258,0.000134966,0,0,900,0,-2.977099598,39514,0,0
HMGCR,HMGCOARr,0,0.3889356,0.011627907,8.34786E-05,132,1124.505984,0.000416823,0,0,0,0,-5.442222329,97476,0,0
HMGCR,HMGCOARx,0,0.3889356,0.011627907,8.11699E-05,67,1443.127191,0.000371258,0,0.100043503,0.514683466,0.100043503,-5.442222329,97476,0,0
HMGCS2,HMGCOASim,1,0.3889356,1,9.18482E-05,305,3117.061185,0.000503994,0,0,900,0.062515234,-4.583808806,56635,0,0
HMOX1,HOXG,1,0.3889356,1,0.000121812,821,13646.21207,0.000679501,0,0,0,0,-4.100360306,32819,0,0
HMOX2,HOXG,1,0.3889356,1,0.000121812,821,13646.21207,0.000679501,0,0,0,0,-4.100360306,36033,0,0
HNMT,SAMHISTA,1,0.3889356,1,0.000113859,631,2856.505276,0.000446256,0,0,0,0,-6.928402063,33295,0,0
HPD,34HPPOR,1,0.3889356,0.034883721,9.0491E-05,158,121.9104391,0.000168167,0,0.01,0.08958442,0.08958442,1.137503524,44934,0,0
HPD,PPOR,1,0.3889356,0.034883721,9.0491E-05,158,124.7232819,0.000168302,0,0,0,0,1.137503524,44934,0,0
HPGDS,PGDI,1,0.3889356,1,8.05229E-05,2,0.516204311,5.2678E-05,1,0,0,0,4.523561956,23344,0,0
HPGDS,PGDIr,1,0.3889356,1,6.2567E-05,4,0,0.000193583,1,0,0,0,4.523561956,23344,0,0
HPRT1,GUAPRT,1,0.3889356,0.988372093,8.88982E-05,101,474.4748858,0.000155834,0,0,900,0,4.523561956,24579,0,0
HPRT1,HXPRT,1,0.3889356,0.988372093,8.83127E-05,102,2032.228307,0.000186105,0,0,900,0,4.523561956,24579,0,0
HS2ST1,S2T4g,1,0.3889356,1,8.40833E-05,228,1356.215362,0.00036917,0,0,0,0,4.523561956,41881,0,0
HS3ST1,S3T1g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,35773,0,0
HS3ST2,S3T2g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,41501,0,0
HS3ST3A1,S3T3g,1,0.3889356,1,8.41015E-05,228,3462.885758,0.000400914,0,0,0,0,4.523561956,44900,0,0
HS3ST3A2,S3T3g,1,0.3889356,1,8.41015E-05,228,3462.885758,0.000400914,0,0,0,0,4.523561956,0,0,0
HS3ST3B1,S3T3g,1,0.3889356,1,8.41015E-05,228,3462.885758,0.000400914,0,0,0,0,4.523561956,43324,0,0
HS3ST3B2,S3T3g,1,0.3889356,1,8.41015E-05,228,3462.885758,0.000400914,0,0,0,0,4.523561956,0,0,0
HS3ST4,S3T1g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,49799,0,0
HS3ST4,S3T2g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,49799,0,0
HS3ST4,S3T3g,1,0.3889356,1,8.41015E-05,228,3462.885758,0.000400914,0,0,0,0,4.523561956,49799,0,0
HS3ST5,S3T1g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,37186,0,0
HS3ST5,S3T2g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,37186,0,0
HS3ST6,S3T3g,1,0.3889356,1,8.41015E-05,228,3462.885758,0.000400914,0,0,0,0,4.523561956,37186,0,0
HS6ST1,S6T25g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,48226,0,0
HS6ST3,S6T25g,1,0.3889356,1,8.40742E-05,227,16.68737458,0.0003479,0,0,0,0,4.523561956,54844,0,0
HSD11B2,HSD11B2r,1,0.388935612,1,8.10177E-05,123,1547.629263,0.000391145,1,-900,900,0,-1.321928095,44127,0,0
HSD17B1,HSD17B1,1,0.3889356,1,0.000113892,632,4249.410101,0.000429085,1,-900,0,0,2.5360529,34950,0,0
HSD17B10,HACD1m,0.978984383,0.380035472,0,8.65054E-05,222,123.2379462,0.000329834,1,-0.088542862,-0.088542862,-0.088542862,4.523561956,26923,0,0
HSD17B10,HACD9m,0.978984383,0.380035472,0,8.64958E-05,221,78.92392661,0.000324897,1,0.045831521,0.045831521,0.045831521,4.523561956,26923,0,0
HSD17B2,HSD17B2r,1,0.388935603,1,8.10431E-05,126,219.3939733,0.000384215,0,0,0,0,4.523561956,42785,0,0
HSD17B2,HSD17B8r,1,0.388935603,1,8.10684E-05,128,472.989484,0.000406227,0,0,900,0,4.523561956,42785,0,0
HSD17B3,HSD17B3r,1,0.3889356,1,8.10769E-05,128,203.3760249,0.000390098,0,0,0,0,4.523561956,34516,0,0
HSD17B4,C3STKR2r,0,0.3889356,0.011627907,8.10853E-05,128,2100.900764,0.000423111,0,0.016673917,0.085780578,0.016673917,4.523561956,79686,1,0
HSD17B4,FAOXC16080x,0,0.3889356,0.011627907,8.51978E-05,92,2044.470185,0.000472072,0,0,0.009896105,0,4.523561956,79686,1,0
HSD17B4,FAOXC180x,0,0.3889356,0.011627907,8.51978E-05,92,2064.964361,0.000471065,0,0,0.03958442,0,4.523561956,79686,1,0
HSD17B4,FAOXC183806x,0,0.3889356,0.011627907,8.51511E-05,91,1977.691178,0.000466281,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC18480x,0,0.3889356,0.011627907,8.51511E-05,91,1977.691178,0.000466281,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC200180x,0,0.3889356,0.011627907,8.51698E-05,92,2124.258127,0.00047648,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC2051843x,0,0.3889356,0.011627907,8.47706E-05,85,1662.701697,0.000439963,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC2242046x,0,0.3889356,0.011627907,8.52538E-05,92,2115.180461,0.000472995,0,0,0.03958442,0,4.523561956,79686,1,0
HSD17B4,FAOXC2251836x,0,0.3889356,0.011627907,8.47706E-05,85,1673.858872,0.000441385,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC2252053x,0,0.3889356,0.011627907,8.52538E-05,92,2068.44622,0.000473972,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC226205x,0,0.3889356,0.011627907,8.47891E-05,86,1738.335885,0.000447907,0,0,1.606729854,0,4.523561956,79686,1,0
HSD17B4,FAOXC240200x,0,0.3889356,0.011627907,8.51698E-05,92,2179.149599,0.000482176,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC241181x,0,0.3889356,0.011627907,8.52631E-05,92,2314.661845,0.000478362,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC2442246x,0,0.3889356,0.011627907,8.52538E-05,92,2177.3474,0.000477979,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC2452253x,0,0.3889356,0.011627907,8.52538E-05,92,2176.791785,0.000476978,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC2452256x,0,0.3889356,0.011627907,8.52538E-05,92,2199.154331,0.000479003,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC246226x,0,0.3889356,0.011627907,8.52538E-05,92,2170.430639,0.000478212,0,0,0,0,4.523561956,79686,1,0
HSD17B4,FAOXC260240x,0,0.3889356,0.011627907,8.51698E-05,92,2275.772083,0.000485592,0,0,0,0,4.523561956,79686,1,0
HSD17B4,HACD1x,0,0.3889356,0.011627907,7.87695E-05,44,51.55602499,0.00023314,1,0,0,0,4.523561956,79686,1,0
HSD17B4,HSD17B42x,0,0.3889356,0.011627907,8.26975E-05,69,427.5746543,0.000348676,0,0,0,0,4.523561956,79686,1,0
HSD17B4,HSD17B4x,0,0.3889356,0.011627907,8.26975E-05,69,427.5746543,0.000348676,0,0,0,0,4.523561956,79686,1,0
HSD17B4,PEROXx,0,0.3889356,0.011627907,8.51511E-05,92,5064.937776,0.000500575,0,0,0,0,4.523561956,79686,1,0
HSD17B7,HSD17B7r,1,0.388935606,1,8.11022E-05,130,463.9771089,0.000412112,0,0,900,0,4.523561956,38206,0,0
HSD17B7,HSD17B9r,1,0.388935606,1,8.5058E-05,147,3681.920736,0.000470243,0,0,2.142306472,0,4.523561956,38206,0,0
HSD17B8,HSD17B1,1,0.3889356,1,0.000113892,632,4249.410101,0.000429085,1,-900,0,0,4.523561956,26974,0,0
HSD3B1,HSD3B11,1,0.3889356,1,0.000113759,630,1788.083959,0.000428759,0,0,0,0,-3.836501268,42252,0,0
HSD3B1,HSD3B13,1,0.3889356,1,0.000113726,628,167.2292147,0.0004092,0,0,0,0,-3.836501268,42252,0,0
HSD3B2,HSD3B11r,1,0.3889356,1,8.10177E-05,123,136.0627135,0.000368256,0,0,0,0,-3.836501268,42052,0,0
HSD3B2,HSD3B12r,1,0.3889356,1,8.10093E-05,123,38.6963431,0.000362426,0,0,0,0,-3.836501268,42052,0,0
HSD3B2,HSD3B13r,1,0.3889356,1,8.10009E-05,122,35.61226403,0.000359615,0,0,0,0,-3.836501268,42052,0,0
HSD3B2,HSD3B2r,1,0.3889356,1,8.46046E-05,142,248.7543909,0.000422145,0,0,2.142306472,0,-3.836501268,42052,0,0
HSD3B2,HSD3B3r,1,0.3889356,1,8.46507E-05,143,213.5397737,0.000425376,0,0,2.142306472,0,-3.836501268,42052,0,0
HSD3B7,HSD3B7,1,0.388935618,1,8.10093E-05,123,93.90755104,0.000369329,0,0,0,0,4.523561956,41016,0,0
HSD3B7,HSD3B7P,1,0.388935618,1,8.106E-05,127,87.76370125,0.000380995,0,0,0,0,4.523561956,41016,0,0
HYALP1,HPCLx,1,0.3889356,1,7.87456E-05,43,259.6699181,0.000272135,0,0,0,0,4.523561956,0,0,0
IDH1,ICDHy,1,0.3889356,1,9.1675E-05,171,1548.671686,0.00020451,0,0,900,0,5.865423978,46659,0,0
IDH1,ICDHyp,1,0.3889356,1,6.75617E-05,11,30.16613673,9.34037E-05,0,0,0,0,5.865423978,46659,0,0
IDH2,ICDHyrm,1,0.388935606,0.523255814,8.30419E-05,97,429.8852022,0.000228405,1,-900,2.228139,-0.183122309,5.865423978,50909,0,0
IDH3A,ICDHxm,1,0.3889356,1,8.26887E-05,113,363.857084,0.000244918,0,0,900,0,4.523561956,39592,0,0
IDI1,IPDDIx,1,0.3889356,1,5.62705E-05,3,0,0.000102249,1,0.033347834,0.171561155,0.033347834,14.86785786,26319,0,0
IDI2,IPDDIx,1,0.3889356,1,5.62705E-05,3,0,0.000102249,1,0.033347834,0.171561155,0.033347834,4.523561956,26753,0,0
IDO1,5HTRPDOX,1,0.3889356,1,8.8949E-05,109,1.095528602,0.000130746,0,0,0,0,-5.321928095,45326,0,0
IDO1,MELATN23DOX,1,0.3889356,1,8.83027E-05,108,1.082946879,0.000130205,0,0,0,0,3.584962501,45326,0,0
IDO1,SRTN23OX,1,0.3889356,1,8.92963E-05,112,110.4068281,0.000140428,0,0,0,0,8.812498225,45326,0,0
IDUA,IDOAASE1ly,1,0.3889356,1,8.38024E-05,185,101.1433791,0.000309489,0,0,0,0,-0.268816758,72670,0,0
IDUA,IDOAASE2ly,1,0.3889356,1,8.38024E-05,185,101.1433791,0.000309489,0,0,0,0,-0.268816758,72670,0,0
IDUA,IDOAASE3ly,1,0.3889356,1,8.38024E-05,185,101.1433791,0.000309489,0,0,0,0,-0.268816758,72670,0,0
IDUA,IDOAASE4ly,1,0.3889356,1,8.38024E-05,185,101.1433791,0.000309489,0,0,0,0,-0.268816758,72670,0,0
IMPA1,MI1PP,1,0.3889356,1,0.000106807,464,1137.352986,0.000352953,0,0,736.6646005,0.005227035,7.693486957,30189,0,0
IMPA1,MI3PP,1,0.3889356,1,0.000106763,462,359.3768101,0.000334879,0,0,368.3323003,0,-1.058893689,30189,0,0
IMPA1,MI4PP,1,0.3889356,1,0.000106763,462,359.3768101,0.000334879,0,0,552.4984504,0,7.693486957,30189,0,0
IMPA2,MI1PP,1,0.3889356,1,0.000106807,464,1137.352986,0.000352953,0,0,736.6646005,0.005227035,7.693486957,31321,0,0
IMPA2,MI3PP,1,0.3889356,1,0.000106763,462,359.3768101,0.000334879,0,0,368.3323003,0,-1.058893689,31321,0,0
IMPA2,MI4PP,1,0.3889356,1,0.000106763,462,359.3768101,0.000334879,0,0,552.4984504,0,7.693486957,31321,0,0
IMPDH2,IMPD,0,0.3889356,0.034883721,0.000120922,786,1280.515651,0.000512553,0,0.013505424,736.6728789,0.013505424,-5.058893689,55805,1,0
INMT,SRTNMTX,1,0.3889356,1,0.000113876,632,2920.573474,0.000445461,0,0,0,0,-2.321928095,28891,0,0
INPP1,MI134PP,1,0.388935606,1,0.000106719,459,207.9470709,0.00033107,0,0,368.3323003,0,4.523561956,43998,0,0
INPP1,MI14PP,1,0.388935606,1,0.000106705,459,672.9718665,0.000339994,0,0,552.4984504,0,4.523561956,43998,0,0
INPP4B,MI34PP,1,0.388935605,1,0.00010669,458,205.284198,0.000330496,0,0,368.3323003,0,4.523561956,104738,0,0
INPP5A,MI1345PP,1,0.3889356,1,0.000106734,460,209.3356664,0.000331609,0,0,368.3323003,0,8.409390936,47820,0,0
INPP5A,MI145PP,1,0.3889356,1,0.000106719,460,675.1504488,0.000340534,0,0,441.9987603,0,8.409390936,47820,0,0
INPP5A,PI345P5P,1,0.3889356,1,0.000106749,462,210.7720656,0.000332668,0,0,900,0,8.409390936,47820,0,0
INPP5B,MI1345PP,1,0.3889356,1,0.000106734,460,209.3356664,0.000331609,0,0,368.3323003,0,3.459431619,112852,0,0
INPP5B,MI145PP,1,0.3889356,1,0.000106719,460,675.1504488,0.000340534,0,0,441.9987603,0,3.459431619,112852,0,0
INPP5B,PI345P5P,1,0.3889356,1,0.000106749,462,210.7720656,0.000332668,0,0,900,0,3.459431619,112852,0,0
INPP5B,PI45P5P,1,0.3889356,1,0.000106866,465,845.7301132,0.000345456,0,0,900,0,3.459431619,112852,0,0
INPP5D,MI1345PP,1,0.3889356,1,0.000106734,460,209.3356664,0.000331609,0,0,368.3323003,0,3.459431619,133292,0,0
INPP5D,MI145PP,1,0.3889356,1,0.000106719,460,675.1504488,0.000340534,0,0,441.9987603,0,3.459431619,133292,0,0
INPP5D,PI345P5P,1,0.3889356,1,0.000106749,462,210.7720656,0.000332668,0,0,900,0,3.459431619,133292,0,0
INPP5E,MI1345PP,1,0.3889356,1,0.000106734,460,209.3356664,0.000331609,0,0,368.3323003,0,3.459431619,58253,0,0
INPP5E,MI145PP,1,0.3889356,1,0.000106719,460,675.1504488,0.000340534,0,0,441.9987603,0,3.459431619,58253,0,0
INPP5E,PI345P5P,1,0.3889356,1,0.000106749,462,210.7720656,0.000332668,0,0,900,0,3.459431619,58253,0,0
INPP5E,PI45P5P,1,0.3889356,1,0.000106866,465,845.7301132,0.000345456,0,0,900,0,3.459431619,58253,0,0
INPPL1,MI1345PP,1,0.3889356,1,0.000106734,460,209.3356664,0.000331609,0,0,368.3323003,0,4.523561956,138599,0,0
INPPL1,MI145PP,1,0.3889356,1,0.000106719,460,675.1504488,0.000340534,0,0,441.9987603,0,4.523561956,138599,0,0
INPPL1,PI345P5P,1,0.3889356,1,0.000106749,462,210.7720656,0.000332668,0,0,900,0,4.523561956,138599,0,0
IP6K3,PMI12346PH,1,0.3889356,1,0.000121584,809,6423.10123,0.000571992,0,0,0,0,-5.058893689,46417,0,0
IP6K3,PMI12346PHn,1,0.3889356,1,7.51469E-05,45,946.5998778,0.000380053,0,0,0,0,-5.058893689,46417,0,0
IP6K3,PMI1346PH,1,0.3889356,1,0.000121641,809,6030.399547,0.000564771,0,0,0,0,-5.058893689,46417,0,0
IP6K3,PMI1346PHn,1,0.3889356,1,7.51542E-05,45,885.3225275,0.000372995,0,0,0,0,-5.058893689,46417,0,0
IPMK,MI1345PKn,1,0.3889356,1,6.95183E-05,48,261.0882709,0.000386882,0,0,0,0,4.523561956,47222,0,0
IPMK,MI1346PKn,1,0.3889356,1,6.95245E-05,49,354.2782352,0.000409978,0,0,0,0,4.523561956,47222,0,0
IPMK,MI1456PKn,1,0.3889356,1,6.95183E-05,48,261.0882709,0.000386882,0,0,0,0,4.523561956,47222,0,0
IPMK,MI145P6Kn,1,0.3889356,1,6.95058E-05,47,237.108132,0.000377594,0,0,0,0,4.523561956,47222,0,0
IPMK,MI145PKn,1,0.3889356,1,6.95058E-05,47,237.108132,0.000377594,0,0,0,0,4.523561956,47222,0,0
IREB2,ACONT,1,0.3889356,1,7.86024E-05,7,2.604808936,6.67482E-05,1,0,900,0,4.523561956,105059,0,0
ISYNA1,MI1PS,1,0.388935604,1,8.22863E-05,10,16.7126818,8.02571E-05,0,0,2.142306472,0,3.263034406,61068,0,0
ITPKA,MI145PK,1,0.3889356,1,0.00011724,719,1368.350229,0.000497237,0,0,368.3323003,0,4.523561956,51009,0,0
ITPKB,MI145PK,1,0.3889356,1,0.00011724,719,1368.350229,0.000497237,0,0,368.3323003,0,4.523561956,102376,0,0
ITPKC,MI145PK,1,0.3889356,1,0.00011724,719,1368.350229,0.000497237,0,0,368.3323003,0,4.523561956,75207,0,0
IVD,ACOAD8m,0.982725993,0.380035472,0,6.95929E-05,63,3.115561468,0.000152254,0,0.037528269,0.037528269,0.037528269,3.263034406,46651,0,0
KDSR,3DSPHR,0,0.3889356,0,0.000113859,631,1060.99886,0.000422496,0,0.002707826,0.002707826,0.002707826,0.097610797,36187,0,0
KMO,KYN3OX,0.955144016,0.371135344,0,0.000121774,819,2739.152961,0.000555452,0,0.048958442,0.048958442,0.048958442,0.910732662,55810,0,0
KYNU,HKYNH,0.955144016,0.371135344,0,0.000104385,428,1143.016203,0.000325252,0,0.048958442,0.048958442,0.048958442,1.807354922,52352,0,1
KYNU,KYN,0.955144016,0.371135344,0,0.000121016,795,3201.887531,0.000537998,0,0,0,0,-2.120294234,52352,0,1
KYNU,LFORKYNHYD,0.955144016,0.371135344,0,0.000121016,795,3165.430205,0.000537124,0,0,0,0,-1.59946207,52352,0,1
LALBA,UGALGTg,1,0.3889356,1,8.48076E-05,228,1669.237463,0.000373145,0,0,0,0,-7.356975042,16225,0,0
LCAT,LCAT1e,1,0.3889356,1,8.23648E-05,4,3300.03312,0.000142164,0,0,0,0,4.523561956,49578,0,0
LCT,LACZe,1,0.3889356,0.988372093,8.25922E-05,62,2307.312664,0.000245373,0,0,0,0,4.523561956,218587,0,0
LDHA,2HBO,1,0.3889356,1,0.000113776,631,262.7598141,0.000411902,1,-0.07500036,0,-0.07500036,8.22881869,36689,1,0
LDHA,GLXO1,1,0.3889356,1,0.000120978,791,7387.418062,0.00055986,0,0,1.607507539,0,8.22881869,36689,1,0
LDHA,HPYRR2x,1,0.3889356,1,0.000113759,630,4537.835211,0.000465365,0,0,1.071406053,0,8.22881869,36689,1,0
LDHA,LDH_L,1,0.3889356,1,0.000113842,635,865.10131,0.000423718,1,-900,900,0.313537504,8.22881869,36689,1,0
LDHA,LDH_Lm,1,0.3889356,1,8.65439E-05,226,333.5508435,0.000348295,1,-900,900,-0.313537504,8.22881869,36689,1,0
LDHA,MCLOR,1,0.3889356,1,0.000113742,629,218.6945496,0.000411195,1,0,0,0,8.22881869,36689,1,0
LDHAL6A,2HBO,1,0.3889356,1,0.000113776,631,262.7598141,0.000411902,1,-0.07500036,0,-0.07500036,4.523561956,36507,0,0
